,words,Corrected_IOB2_Labels
14389,with,O
14390,caution,O
14391,(,O
14392,Code,O
14393,:,O
14394,30153,O
14395,),O
14396,Current,B-PARAMETER
14397,elevation,O
14398,above,O
14399,nnn,O
14400,.,O
14401,Fly,B-ACTION
14402,with,O
14403,caution,O
14404,(,O
14405,Code,O
14406,:,O
14407,30152,O
14408,),O
14409,Data,B-PARAMETER
14410,Recorder,B-COMPONENT
14411,File,O
14412,Index,O
14413,is,O
14414,nnn,O
14415,"""",O
14416,Detected,O
14417,side,O
14418,/,O
14419,backward,O
14420,/,O
14421,forward,O
14422,shock,O
14423,/,O
14424,possible,O
14425,collision,O
14426,",",O
14427,aircraft,O
14428,is,O
14429,pitching,O
14430,/,O
14431,rolling,O
14432,sharply,O
14433,forward,O
14434,/,O
14435,backwards,O
14436,/,O
14437,left,O
14438,/,O
14439,right,O
14440,"""",O
14441,Downlink,B-COMPONENT
14442,data,O
14443,connection,O
14444,lost,O
14445,for,O
14446,nnn,O
14447,seconds,O
14448,Downward,O
14449,vision,O
14450,sensor,O
14451,error,O
14452,.,O
14453,Contact,B-ACTION
14454,DJI,B-PARAMETER
14455,Support,B-FUNCTION
14456,for,O
14457,assistance,O
14458,(,O
14459,Code,O
14460,:,O
14461,180016,O
14462,),O
14463,Downward,O
14464,vision,O
14465,sensor,O
14466,error,O
14467,.,O
14468,Contact,B-ACTION
14469,DJI,B-PARAMETER
14470,Support,B-FUNCTION
14471,for,O
14472,assistance,O
14473,(,O
14474,Code,O
14475,:,O
14476,180017,O
14477,),O
14478,Exiting,B-ACTION
14479,GPS,O
14480,mode,O
14481,:,O
14482,Unknown,B-STATE
14483,Error,B-ISSUE
14484,Extra,B-PARAMETER
14485,payload,B-COMPONENT
14486,detected,O
14487,.,O
14488,Max,O
14489,altitude,O
14490,set,O
14491,to,O
14492,nnn,O
14493,and,O
14494,max,O
14495,distance,O
14496,set,O
14497,to,O
14498,nnn,O
14499,to,O
14500,ensure,O
14501,flight,O
14502,safety,O
14503,(,O
14504,Code,O
14505,:,O
14506,30232,O
14507,),O
14508,Extra,B-PARAMETER
14509,payload,B-COMPONENT
14510,detected,O
14511,.,O
14512,Return,B-ACTION
14513,aircraft,O
14514,to,O
14515,an,O
14516,area,B-STATE
14517,nearby,O
14518,the,O
14519,home,O
14520,point,B-STATE
14521,promptly,O
14522,and,O
14523,fly,O
14524,in,O
14525,a,O
14526,wind,O
14527,-,O
14528,free,B-STATE
14529,environment,I-STATE
14530,to,O
14531,ensure,O
14532,flight,O
14533,safety,O
14534,(,O
14535,Code,O
14536,:,O
14537,30231,O
14538,),O
14539,Extra,B-PARAMETER
14540,payload,B-COMPONENT
14541,detected,O
14542,.,O
14543,Return,B-ACTION
14544,the,O
14545,aircraft,O
14546,to,O
14547,an,O
14548,area,B-STATE
14549,nearby,O
14550,the,O
14551,home,O
14552,point,B-STATE
14553,promptly,O
14554,to,O
14555,ensure,O
14556,flight,O
14557,safety,O
14558,(,O
14559,Code,O
14560,:,O
14561,30231,O
14562,),O
14563,File,O
14564,system,O
14565,error,O
14566,.,O
14567,Change,B-ACTION
14568,SD,B-PARAMETER
14569,card,O
14570,(,O
14571,Code,O
14572,:,O
14573,10025,O
14574,),O
14575,Flight,B-ACTION
14576,altitude,O
14577,exceeds,O
14578,nnn,O
14579,.,O
14580,Aircraft,O
14581,may,O
14582,be,O
14583,in,O
14584,violation,O
14585,of,O
14586,local,O
14587,laws,B-ISSUE
14588,and,O
14589,regulations,B-ISSUE
14590,.,O
14591,Check,B-ACTION
14592,and,O
14593,make,O
14594,sure,O
14595,you,O
14596,have,O
14597,obtained,O
14598,proper,O
14599,authorization,O
14600,to,O
14601,fly,O
14602,in,O
14603,this,O
14604,airspace,B-COMPONENT
14605,(,O
14606,Code,O
14607,:,O
14608,3000006,O
14609,),O
14610,Gimbal,B-COMPONENT
14611,calibration,O
14612,error,O
14613,.,O
14614,Restart,B-ACTION
14615,aircraft,O
14616,or,O
14617,contact,O
14618,DJI,B-PARAMETER
14619,Support,B-FUNCTION
14620,if,O
14621,the,O
14622,issue,O
14623,persists,O
14624,(,O
14625,Code,O
14626,:,O
14627,40011,O
14628,),O
14629,GPS,O
14630,signal,O
14631,low,O
14632,.,O
14633,Aircraft,O
14634,unable,O
14635,to,O
14636,auto,O
14637,hover,O
14638,and,O
14639,takeoff,O
14640,restricted,O
14641,.,O
14642,Move,B-ACTION
14643,to,O
14644,environment,B-STATE
14645,with,O
14646,adequate,B-STATE
14647,light,B-PARAMETER
14648,.,O
14649,Unlocking,B-ACTION
14650,takeoff,O
14651,restrictions,B-PARAMETER
14652,not,O
14653,recommended,B-STATE
14654,(,O
14655,Code,O
14656,:,O
14657,30239,O
14658,),O
14659,GPS,O
14660,signal,O
14661,weak,O
14662,.,O
14663,Hovering,B-ISSUE
14664,unstable,B-STATE
14665,.,O
14666,Fly,B-ACTION
14667,with,O
14668,caution,O
14669,(,O
14670,Code,O
14671,:,O
14672,30002,O
14673,),O
14674,GPS,O
14675,signal,O
14676,weak,O
14677,.,O
14678,Positioning,B-ACTION
14679,accuracy,B-PARAMETER
14680,affected,O
14681,.,O
14682,Fly,B-ACTION
14683,with,O
14684,caution,O
14685,(,O
14686,Code,O
14687,:,O
14688,30049,O
14689,),O
14690,Gyroscope,B-PARAMETER
14691,initialization,O
14692,failed,O
14693,.,O
14694,Restart,B-ACTION
14695,aircraft,O
14696,(,O
14697,Code,O
14698,:,O
14699,30045,O
14700,),O
14701,High,O
14702,altitude,O
14703,.,O
14704,Aircraft,O
14705,braking,B-ACTION
14706,distance,O
14707,increased,B-STATE
14708,and,O
14709,flight,O
14710,time,B-STATE
14711,decreased,O
14712,.,O
14713,Fly,B-ACTION
14714,with,O
14715,caution,O
14716,(,O
14717,Code,O
14718,:,O
14719,30238,O
14720,),O
14721,Home,B-COMPONENT
14722,Point,B-STATE
14723,updated,B-ACTION
14724,.,O
14725,RTH,B-STATE
14726,altitude,O
14727,adjusted,B-ACTION
14728,to,O
14729,nnn,O
14730,(,O
14731,Code,O
14732,:,O
14733,120852,O
14734,),O
14735,Home,B-COMPONENT
14736,Point,B-STATE
14737,updated,B-ACTION
14738,.,O
14739,RTH,B-STATE
14740,altitude,O
14741,adjusted,B-ACTION
14742,to,O
14743,nnn,O
14744,(,O
14745,Code,O
14746,:,O
14747,3000001,O
14748,),O
14749,Image,B-COMPONENT
14750,transmission,I-COMPONENT
14751,signal,O
14752,lost,O
14753,(,O
14754,Code,O
14755,:,O
14756,80001,O
14757,),O
14758,IMU,B-PARAMETER
14759,calibration,O
14760,required,B-ACTION
14761,.,O
14762,Calibrate,B-ACTION
14763,IMU,B-PARAMETER
14764,(,O
14765,Code,O
14766,:,O
14767,30050,O
14768,),O
14769,Insufficient,B-PARAMETER
14770,SD,I-PARAMETER
14771,card,O
14772,space,B-COMPONENT
14773,.,O
14774,Change,B-ACTION
14775,card,O
14776,or,O
14777,delete,B-ACTION
14778,files,B-COMPONENT
14779,(,O
14780,Code,O
14781,:,O
14782,10035,O
14783,),O
14784,Lighting,B-COMPONENT
14785,environment,B-STATE
14786,too,O
14787,dark,B-STATE
14788,.,O
14789,Visual,B-COMPONENT
14790,positioning,B-ACTION
14791,inaccurate,B-ISSUE
14792,.,O
14793,Fly,B-ACTION
14794,with,O
14795,caution,O
14796,(,O
14797,Code,O
14798,:,O
14799,180032,O
14800,),O
14801,Low,O
14802,battery,O
14803,voltage,O
14804,.,O
14805,Fly,B-ACTION
14806,with,O
14807,caution,O
14808,(,O
14809,Code,O
14810,:,O
14811,110011,O
14812,),O
14813,Low,O
14814,battery,O
14815,.,O
14816,Return,B-ACTION
14817,to,O
14818,home,O
14819,promptly,O
14820,(,O
14821,Code,O
14822,:,O
14823,120732,O
14824,),O
14825,Low,O
14826,battery,O
14827,.,O
14828,Return,B-ACTION
14829,to,O
14830,home,O
14831,promptly,O
14832,(,O
14833,Code,O
14834,:,O
14835,30183,O
14836,),O
14837,Mobile,B-COMPONENT
14838,device,I-COMPONENT
14839,CPU,B-PARAMETER
14840,fully,O
14841,loaded,B-ACTION
14842,.,O
14843,Related,B-FUNCTION
14844,performance,O
14845,will,O
14846,be,O
14847,affected,O
14848,Motor,B-COMPONENT
14849,idle,B-STATE
14850,.,O
14851,Check,B-ACTION
14852,whether,O
14853,propellers,O
14854,are,O
14855,installed,B-ACTION
14856,(,O
14857,Code,O
14858,:,O
14859,30166,O
14860,),O
14861,Motor,B-COMPONENT
14862,is,O
14863,Blocked,B-ISSUE
14864,Motor,B-COMPONENT
14865,is,O
14866,Blocked,B-ISSUE
14867,.,O
14868,Motor,B-COMPONENT
14869,stuck,B-STATE
14870,.,O
14871,Check,B-ACTION
14872,for,O
14873,objects,O
14874,blocking,B-ACTION
14875,motor,O
14876,or,O
14877,contact,O
14878,DJI,B-PARAMETER
14879,Support,B-FUNCTION
14880,for,O
14881,assistance,O
14882,(,O
14883,Code,O
14884,:,O
14885,30165,O
14886,),O
14887,Motor,B-COMPONENT
14888,stuck,B-STATE
14889,.,O
14890,Check,B-ACTION
14891,for,O
14892,objects,O
14893,blocking,B-ACTION
14894,motor,O
14895,or,O
14896,contact,O
14897,DJI,B-PARAMETER
14898,Support,B-FUNCTION
14899,for,O
14900,assistance,O
14901,(,O
14902,Code,O
14903,:,O
14904,30165,O
14905,),O
14906,Motor,B-COMPONENT
14907,unable,O
14908,to,O
14909,rotate,O
14910,.,O
14911,Check,B-ACTION
14912,for,O
14913,objects,O
14914,blocking,B-ACTION
14915,motor,O
14916,or,O
14917,contact,O
14918,DJI,B-PARAMETER
14919,Support,B-FUNCTION
14920,for,O
14921,assistance,O
14922,(,O
14923,Code,O
14924,:,O
14925,30165,O
14926,),O
14927,Motor,B-COMPONENT
14928,unable,O
14929,to,O
14930,rotate,O
14931,.,O
14932,Check,B-ACTION
14933,motor,O
14934,(,O
14935,Code,O
14936,:,O
14937,30142,O
14938,),O
14939,No,O
14940,GPS,O
14941,signal,O
14942,.,O
14943,Unable,O
14944,to,O
14945,hover,O
14946,.,O
14947,Fly,B-ACTION
14948,with,O
14949,caution,O
14950,(,O
14951,Code,O
14952,:,O
14953,30007,O
14954,),O
14955,No,O
14956,SD,B-PARAMETER
14957,card,O
14958,.,O
14959,Insert,B-ACTION
14960,card,O
14961,(,O
14962,Code,O
14963,:,O
14964,10022,O
14965,),O
14966,Not,O
14967,Enough,B-ISSUE
14968,Force,B-PARAMETER
14969,/,O
14970,ESC,B-STATE
14971,Error,B-ISSUE
14972,Payload,B-COMPONENT
14973,mode,O
14974,enabled,B-STATE
14975,.,O
14976,Max,O
14977,altitude,O
14978,set,O
14979,to,O
14980,nnn,O
14981,and,O
14982,max,O
14983,distance,O
14984,set,O
14985,to,O
14986,nnn,O
14987,to,O
14988,ensure,O
14989,flight,O
14990,safety,O
14991,(,O
14992,Code,O
14993,:,O
14994,30230,O
14995,),O
14996,Payload,B-COMPONENT
14997,mode,O
14998,enabled,B-STATE
14999,.,O
15000,Max,O
15001,altitude,O
15002,set,O
15003,to,O
15004,nnn,O
15005,and,O
15006,max,O
15007,distance,O
15008,set,O
15009,to,O
15010,nnn,O
15011,.,O
15012,Fly,B-ACTION
15013,in,O
15014,a,O
15015,wind,O
15016,-,O
15017,free,B-STATE
15018,environment,I-STATE
15019,to,O
15020,ensure,O
15021,flight,O
15022,safety,O
15023,(,O
15024,Code,O
15025,:,O
15026,30230,O
15027,),O
15028,Payload,B-COMPONENT
15029,mode,O
15030,enabled,B-STATE
15031,.,O
15032,Max,O
15033,altitude,O
15034,set,O
15035,to,O
15036,nnn,O
15037,and,O
15038,max,O
15039,distance,O
15040,set,O
15041,to,O
15042,nnn,O
15043,.,O
15044,Fly,B-ACTION
15045,in,O
15046,a,O
15047,wind,O
15048,-,O
15049,free,B-STATE
15050,environment,I-STATE
15051,to,O
15052,ensure,O
15053,flight,O
15054,safety,O
15055,(,O
15056,Code,O
15057,:,O
15058,30232,O
15059,),O
15060,Payload,B-COMPONENT
15061,mode,O
15062,enabled,B-STATE
15063,.,O
15064,Return,B-ACTION
15065,the,O
15066,aircraft,O
15067,to,O
15068,an,O
15069,area,B-STATE
15070,nearby,O
15071,the,O
15072,home,O
15073,point,B-STATE
15074,promptly,O
15075,to,O
15076,ensure,O
15077,flight,O
15078,safety,O
15079,(,O
15080,Code,O
15081,:,O
15082,30229,O
15083,),O
15084,Propeller,B-COMPONENT
15085,Fell,B-ACTION
15086,Off,O
15087,Propeller,B-COMPONENT
15088,Fell,B-ACTION
15089,Off,O
15090,.,O
15091,Motor,B-COMPONENT
15092,idle,B-STATE
15093,.,O
15094,Check,B-ACTION
15095,whether,O
15096,propellers,O
15097,are,O
15098,installed,B-ACTION
15099,(,O
15100,Code,O
15101,:,O
15102,30166,O
15103,),O
15104,Propeller,B-COMPONENT
15105,rotating,B-STATE
15106,too,O
15107,fast,B-STATE
15108,.,O
15109,Wind,B-COMPONENT
15110,resistance,B-PARAMETER
15111,affected,O
15112,.,O
15113,Return,B-ACTION
15114,to,O
15115,home,O
15116,and,O
15117,land,O
15118,promptly,O
15119,.,O
15120,Check,B-ACTION
15121,whether,O
15122,propeller,B-COMPONENT
15123,on,O
15124,beeping,B-ISSUE
15125,ESC,B-STATE
15126,is,O
15127,warped,B-STATE
15128,or,O
15129,damaged,B-STATE
15130,(,O
15131,Code,O
15132,:,O
15133,30246,O
15134,),O
15135,Propellers,B-COMPONENT
15136,not,O
15137,installed,B-ACTION
15138,(,O
15139,Code,O
15140,:,O
15141,30144,O
15142,),O
15143,Recharge,B-ACTION
15144,promptly,O
15145,(,O
15146,Code,O
15147,:,O
15148,120732,O
15149,),O
15150,Remote,B-COMPONENT
15151,controller,O
15152,battery,O
15153,level,O
15154,low,O
15155,.,O
15156,Recharge,B-ACTION
15157,promptly,O
15158,(,O
15159,Code,O
15160,:,O
15161,60001,O
15162,),O
15163,Remote,B-COMPONENT
15164,controller,O
15165,disconnected,B-STATE
15166,from,O
15167,aircraft,O
15168,(,O
15169,Code,O
15170,:,O
15171,30029,O
15172,),O
15173,Remote,B-COMPONENT
15174,controller,O
15175,in,O
15176,high,O
15177,interference,O
15178,environment,B-STATE
15179,.,O
15180,Manually,O
15181,adjust,B-ACTION
15182,flight,O
15183,route,B-PARAMETER
15184,or,O
15185,return,O
15186,to,O
15187,home,O
15188,(,O
15189,Code,O
15190,:,O
15191,80014,O
15192,),O
15193,Remote,B-COMPONENT
15194,controller,O
15195,signal,O
15196,lost,O
15197,(,O
15198,Code,O
15199,:,O
15200,30029,O
15201,),O
15202,RTH,B-STATE
15203,altitude,O
15204,adjusted,B-ACTION
15205,to,O
15206,nnn,O
15207,(,O
15208,Code,O
15209,:,O
15210,120852,O
15211,),O
15212,SD,B-PARAMETER
15213,card,O
15214,full,O
15215,.,O
15216,Change,B-ACTION
15217,card,O
15218,or,O
15219,delete,B-ACTION
15220,files,B-COMPONENT
15221,(,O
15222,Code,O
15223,:,O
15224,10027,O
15225,),O
15226,SD,B-PARAMETER
15227,card,O
15228,malfunction,B-ISSUE
15229,.,O
15230,Change,B-ACTION
15231,card,O
15232,(,O
15233,Code,O
15234,:,O
15235,10023,O
15236,),O
15237,Setting,B-FUNCTION
15238,new,O
15239,Maximum,O
15240,Flight,B-ACTION
15241,Altitude,B-PARAMETER
15242,to,O
15243,nnn,O
15244,(,O
15245,nnn,O
15246,),O
15247,Setting,B-FUNCTION
15248,new,O
15249,Return,B-ACTION
15250,-,O
15251,To,O
15252,-,O
15253,Home,B-COMPONENT
15254,altitude,O
15255,to,O
15256,nnn,O
15257,(,O
15258,nnn,O
15259,),O
15260,Strong,B-STATE
15261,wind,O
15262,warning,B-ISSUE
15263,.,O
15264,Aircraft,O
15265,unable,O
15266,to,O
15267,return,O
15268,to,O
15269,home,O
15270,automatically,O
15271,.,O
15272,Lower,O
15273,altitude,O
15274,immediately,O
15275,and,O
15276,return,O
15277,to,O
15278,home,O
15279,manually,O
15280,(,O
15281,Code,O
15282,:,O
15283,120596,O
15284,),O
15285,Strong,B-STATE
15286,wind,O
15287,warning,B-ISSUE
15288,.,O
15289,Aircraft,O
15290,unable,O
15291,to,O
15292,return,O
15293,to,O
15294,home,O
15295,automatically,O
15296,.,O
15297,Lower,O
15298,altitude,O
15299,immediately,O
15300,and,O
15301,return,O
15302,to,O
15303,home,O
15304,manually,O
15305,(,O
15306,Code,O
15307,:,O
15308,30149,O
15309,),O
15310,Subject,B-PARAMETER
15311,lost,O
15312,.,O
15313,Reselect,B-ACTION
15314,subject,B-PARAMETER
15315,(,O
15316,Code,O
15317,:,O
15318,800018,O
15319,),O
15320,The,O
15321,flight,O
15322,attitude,O
15323,angle,O
15324,is,O
15325,larger,B-PARAMETER
15326,in,O
15327,Sport,B-ISSUE
15328,mode,O
15329,.,O
15330,The,O
15331,gimbal,O
15332,will,O
15333,rotate,O
15334,when,O
15335,the,O
15336,aircraft,O
15337,starts,B-ACTION
15338,or,O
15339,stops,B-ACTION
15340,.,O
15341,Use,B-ACTION
15342,Normal,O
15343,mode,O
15344,if,O
15345,required,B-ACTION
15346,for,O
15347,stable,B-STATE
15348,shooting,B-ACTION
15349,(,O
15350,Code,O
15351,:,O
15352,40022,O
15353,),O
15354,Unable,O
15355,to,O
15356,take,O
15357,off,O
15358,(,O
15359,Code,O
15360,:,O
15361,30064,O
15362,),O
15363,Vision,B-COMPONENT
15364,sensor,O
15365,error,O
15366,.,O
15367,Contact,B-ACTION
15368,DJI,B-PARAMETER
15369,Support,B-FUNCTION
15370,for,O
15371,assistance,O
15372,(,O
15373,Code,O
15374,:,O
15375,180030,O
15376,),O
15377,Vision,B-COMPONENT
15378,sensor,O
15379,error,O
15380,.,O
15381,Contact,B-ACTION
15382,DJI,B-PARAMETER
15383,Support,B-FUNCTION
15384,for,O
15385,assistance,O
15386,(,O
15387,Code,O
15388,:,O
15389,180031,O
15390,),O
15391,Weak,O
15392,signal,O
15393,.,O
15394,Adjust,B-ACTION
15395,antennas,O
15396,(,O
15397,Code,O
15398,:,O
15399,80016,O
15400,),O
15401,Accelerator,O
15402,is,O
15403,Over,O
15404,Range,B-PARAMETER
15405,AE,O
15406,Locked,B-STATE
15407,.,O
15408,Metering,B-ACTION
15409,disabled,O
15410,"""",O
15411,Aircraft,O
15412,is,O
15413,in,O
15414,Attitude,B-PARAMETER
15415,mode,O
15416,",",O
15417,so,O
15418,that,O
15419,it,O
15420,will,O
15421,not,O
15422,hover,O
15423,.,O
15424,Please,O
15425,fly,O
15426,with,O
15427,caution,O
15428,"""",O
15429,"""",O
15430,Aircraft,O
15431,is,O
15432,landing,O
15433,due,O
15434,to,O
15435,low,O
15436,voltage,O
15437,",",O
15438,which,O
15439,can,O
15440,not,O
15441,be,O
15442,stopped,B-ACTION
15443,.,O
15444,You,O
15445,can,O
15446,decelerate,B-ACTION
15447,the,O
15448,descending,B-ACTION
15449,speed,B-PARAMETER
15450,and,O
15451,avoid,B-ACTION
15452,obstacles,B-COMPONENT
15453,using,B-ACTION
15454,sticks,B-COMPONENT
15455,"""",O
15456,Aircraft,O
15457,is,O
15458,returning,O
15459,to,O
15460,the,O
15461,Home,B-COMPONENT
15462,Point,B-STATE
15463,.,O
15464,Minimum,B-STATE
15465,RTH,I-STATE
15466,Altitude,B-PARAMETER
15467,is,O
15468,nnn,O
15469,.,O
15470,You,O
15471,can,O
15472,reset,B-ACTION
15473,the,O
15474,RTH,B-STATE
15475,Altitude,B-PARAMETER
15476,in,O
15477,Remote,B-COMPONENT
15478,Controller,I-COMPONENT
15479,Settings,I-COMPONENT
15480,after,O
15481,cancelling,B-ACTION
15482,RTH,B-STATE
15483,if,O
15484,necessary,O
15485,Aircraft,O
15486,is,O
15487,returning,O
15488,to,O
15489,the,O
15490,Home,B-COMPONENT
15491,Point,B-STATE
15492,.,O
15493,RTH,B-STATE
15494,Altitude,B-PARAMETER
15495,is,O
15496,nnn,O
15497,.,O
15498,You,O
15499,can,O
15500,reset,B-ACTION
15501,the,O
15502,RTH,B-STATE
15503,Altitude,B-PARAMETER
15504,in,O
15505,Remote,B-COMPONENT
15506,Controller,I-COMPONENT
15507,Settings,I-COMPONENT
15508,after,O
15509,cancelling,B-ACTION
15510,RTH,B-STATE
15511,if,O
15512,necessary,O
15513,Aircraft,O
15514,is,O
15515,returning,O
15516,to,O
15517,the,O
15518,starting,B-ACTION
15519,point,B-STATE
15520,Aircraft,O
15521,is,O
15522,too,O
15523,far,O
15524,away,O
15525,Aircraft,O
15526,switched,B-STATE
15527,to,O
15528,ATTI,O
15529,mode,O
15530,Aircraft,O
15531,too,O
15532,Far,O
15533,.,O
15534,Can,O
15535,not,O
15536,enter,B-ACTION
15537,Follow,I-ACTION
15538,Me,O
15539,Mode,B-PARAMETER
15540,Altitude,I-PARAMETER
15541,above,O
15542,the,O
15543,takeoff,O
15544,point,B-STATE
15545,exceeds,O
15546,nnn,O
15547,.,O
15548,Always,O
15549,fly,O
15550,in,O
15551,compliance,B-FUNCTION
15552,with,O
15553,altitude,O
15554,limitations,B-STATE
15555,Altitude,B-PARAMETER
15556,Less,O
15557,than,O
15558,nnn,O
15559,.,O
15560,Can,O
15561,not,O
15562,enable,B-ACTION
15563,Follow,I-ACTION
15564,Me,O
15565,Mode,B-PARAMETER
15566,Arrived,B-ACTION
15567,at,O
15568,End,B-FUNCTION
15569,Point,B-STATE
15570,At,O
15571,least,B-STATE
15572,two,O
15573,Waypoints,B-COMPONENT
15574,are,O
15575,needed,B-ACTION
15576,Barometer,B-COMPONENT
15577,Dead,O
15578,in,O
15579,Air,O
15580,Battery,B-COMPONENT
15581,temperature,O
15582,is,O
15583,below,O
15584,15,O
15585,degrees,B-PARAMETER
15586,Celsius,I-PARAMETER
15587,.,O
15588,Warm,B-STATE
15589,up,O
15590,the,O
15591,battery,O
15592,temperature,O
15593,to,O
15594,above,O
15595,25,O
15596,degree,B-PARAMETER
15597,Celsius,I-PARAMETER
15598,to,O
15599,ensure,O
15600,a,O
15601,safe,O
15602,flight,O
15603,Battery,B-COMPONENT
15604,:,O
15605,Battery,B-COMPONENT
15606,Error,B-ISSUE
15607,.,O
15608,Return,B-ACTION
15609,home,O
15610,and,O
15611,land,O
15612,soon,O
15613,.,O
15614,View,B-COMPONENT
15615,the,O
15616,checklist,O
15617,after,O
15618,landing,O
15619,Battery,B-COMPONENT
15620,:,O
15621,Low,O
15622,Voltage,B-PARAMETER
15623,Protection,I-PARAMETER
15624,Battery,B-COMPONENT
15625,:,O
15626,Overcurrent,B-COMPONENT
15627,During,O
15628,Discharge,B-ACTION
15629,Cancel,I-ACTION
15630,Landing,I-ACTION
15631,Failed,B-ISSUE
15632,Cancel,B-ACTION
15633,Return,I-ACTION
15634,-,O
15635,to,O
15636,-,O
15637,Home,B-COMPONENT
15638,Failed,B-ISSUE
15639,Can,O
15640,not,O
15641,enter,B-ACTION
15642,the,O
15643,selected,B-STATE
15644,flight,O
15645,mode,O
15646,.,O
15647,Try,B-ACTION
15648,again,O
15649,later,O
15650,Compass,B-COMPONENT
15651,abnormal,B-ISSUE
15652,Solution,I-ISSUE
15653,:,O
15654,1,O
15655,.,O
15656,Ensure,B-ACTION
15657,there,O
15658,are,O
15659,no,O
15660,magnets,B-COMPONENT
15661,or,O
15662,metal,O
15663,objects,O
15664,near,O
15665,the,O
15666,aircraft,O
15667,.,O
15668,The,O
15669,ground,B-COMPONENT
15670,or,O
15671,walls,B-COMPONENT
15672,may,O
15673,contain,B-PARAMETER
15674,metal,O
15675,.,O
15676,Move,B-ACTION
15677,away,O
15678,from,O
15679,sources,B-COMPONENT
15680,of,O
15681,interference,O
15682,before,O
15683,attempting,B-ACTION
15684,flight,O
15685,.,O
15686,2,O
15687,.,O
15688,Calibrate,B-ACTION
15689,Compass,B-COMPONENT
15690,Before,O
15691,Takeoff,B-ACTION
15692,Compass,B-COMPONENT
15693,Error,B-ISSUE
15694,Compass,B-COMPONENT
15695,Error,B-ISSUE
15696,.,O
15697,Magnetic,O
15698,Filed,B-ACTION
15699,Interference,O
15700,.,O
15701,Exit,B-ACTION
15702,P,O
15703,-,O
15704,GPS,O
15705,Mode,B-PARAMETER
15706,Critically,O
15707,Low,O
15708,Battery,B-COMPONENT
15709,.,O
15710,Aircraft,O
15711,Landing,B-ACTION
15712,Critically,O
15713,low,O
15714,power,O
15715,.,O
15716,Aircraft,O
15717,is,O
15718,landing,O
15719,"""",O
15720,Critically,O
15721,Low,O
15722,Voltage,B-PARAMETER
15723,Warning,B-ISSUE
15724,Land,B-ACTION
15725,as,O
15726,soon,O
15727,as,O
15728,possible,O
15729,",",O
15730,otherwise,O
15731,the,O
15732,battery,O
15733,will,O
15734,be,O
15735,damaged,B-STATE
15736,"""",O
15737,Critically,O
15738,Low,O
15739,Voltage,B-PARAMETER
15740,.,O
15741,Aircraft,O
15742,will,O
15743,land,O
15744,Data,B-PARAMETER
15745,Recorder,B-COMPONENT
15746,File,O
15747,Index,O
15748,is,O
15749,nnn,O
15750,"""",O
15751,Detected,O
15752,side,O
15753,/,O
15754,backward,O
15755,/,O
15756,forward,O
15757,shock,O
15758,/,O
15759,possible,O
15760,collision,O
15761,",",O
15762,aircraft,O
15763,is,O
15764,pitching,O
15765,/,O
15766,rolling,O
15767,sharply,O
15768,forward,O
15769,/,O
15770,backwards,O
15771,/,O
15772,left,O
15773,/,O
15774,right,O
15775,"""",O
15776,Downlink,B-COMPONENT
15777,data,O
15778,connection,O
15779,lost,O
15780,for,O
15781,nnn,O
15782,seconds,O
15783,Drone,B-COMPONENT
15784,is,O
15785,Vibrating,B-ACTION
15786,Exiting,I-ACTION
15787,GPS,O
15788,mode,O
15789,:,O
15790,Unknown,B-STATE
15791,Error,B-ISSUE
15792,Flight,B-ACTION
15793,Mode,B-PARAMETER
15794,Set,B-ACTION
15795,to,O
15796,Attitude,B-PARAMETER
15797,/,O
15798,Atti,B-STATE
15799,Set,B-ACTION
15800,the,O
15801,Flight,B-ACTION
15802,Mode,B-PARAMETER
15803,to,O
15804,P,O
15805,-,O
15806,mode,O
15807,/,O
15808,GPS,O
15809,to,O
15810,ensure,O
15811,flight,O
15812,safety,O
15813,/,O
15814,fly,O
15815,safe,O
15816,GEO,B-STATE
15817,:,O
15818,You,O
15819,are,O
15820,in,O
15821,a,O
15822,Warning,B-ISSUE
15823,Zone,B-COMPONENT
15824,(,O
15825,Airport,O
15826,Class,B-PARAMETER
15827,Airspace,B-COMPONENT
15828,Unpaved,B-STATE
15829,Airports,O
15830,Power,B-PARAMETER
15831,Plant,B-COMPONENT
15832,),O
15833,.,O
15834,Fly,B-ACTION
15835,with,O
